Email,Last Open Date,Revenue Generated ,,,,,,,,
hannah.fraser@buytopiamail.com,7/14/2016,"$2,569.00",,,,,,,,
pippa.parsons@buytopiamail.com,7/24/2016,"$1,425.00",,,,,,,,
leonard.sharp@buytopiamail.com,8/16/2016,"$4,136.00",,,,,,,,
lily.chapman@buytopiamail.com,6/30/2016,"$3,386.00",,,,,,,,
cameron.walker@buytopiamail.com,7/21/2016,"$4,074.00",,,,,,,,
brian.vaughan@buytopiamail.com,7/8/2016,"$4,976.00",,,,,,,,
faith.bower@buytopiamail.com,8/14/2016,$813.00,,,,,,,,
edward.ferguson@buytopiamail.com,7/30/2016,"$3,048.00",,,,,,,,
jacob.henderson@buytopiamail.com,7/5/2016,"$3,039.00",,,,,,,,
dylan.wallace@buytopiamail.com,7/24/2016,"$4,545.00",,,,,,,,
harry.hart@buytopiamail.com,7/25/2016,$346.00,,,,,,,,
carol.randall@buytopiamail.com,7/27/2016,"$1,064.00",,,,,,,,
brian.mitchell@buytopiamail.com,7/12/2016,$128.00,,,,,,,,
gabrielle.ogden@buytopiamail.com,7/17/2016,"$1,587.00",,,,,,,,
boris.wilkins@buytopiamail.com,7/14/2016,"$4,297.00",,,,,,,,
dan.scott@buytopiamail.com,8/4/2016,"$2,434.00",,,,,,,,
grace.bailey@buytopiamail.com,7/22/2016,"$1,819.00",,,,,,,,
frank.bailey@buytopiamail.com,8/15/2016,"$2,775.00",,,,,,,,
bernadette.piper@buytopiamail.com,8/6/2016,"$2,521.00",,,,,,,,
phil.scott@buytopiamail.com,8/18/2016,"$4,309.00",,,,,,,,
jack.north@buytopiamail.com,6/29/2016,"$3,951.00",,,,,,,,
anthony.carr@buytopiamail.com,7/12/2016,"$1,162.00",,,,,,,,
steven.wilkins@buytopiamail.com,8/14/2016,$407.00,,,,,,,,
frank.baker@buytopiamail.com,6/29/2016,"$4,506.00",,,,,,,,
bella.macleod@buytopiamail.com,6/30/2016,"$1,733.00",,,,,,,,
katherine.gibson@buytopiamail.com,8/6/2016,"$3,366.00",,,,,,,,
mary.may@buytopiamail.com,7/1/2016,$475.00,,,,,,,,
dominic.martin@buytopiamail.com,7/14/2016,"$3,624.00",,,,,,,,
max.payne@buytopiamail.com,8/16/2016,"$2,887.00",,,,,,,,
jan.mackenzie@buytopiamail.com,7/10/2016,"$4,740.00",,,,,,,,
phil.mathis@buytopiamail.com,8/11/2016,"$1,744.00",,,,,,,,
ian.clarkson@buytopiamail.com,8/3/2016,$81.00,,,,,,,,
amy.cornish@buytopiamail.com,8/4/2016,"$4,693.00",,,,,,,,
vanessa.kerr@buytopiamail.com,8/18/2016,"$3,298.00",,,,,,,,
dorothy.marshall@buytopiamail.com,7/1/2016,"$2,869.00",,,,,,,,
ryan.bailey@buytopiamail.com,7/5/2016,"$3,788.00",,,,,,,,
nathan.graham@buytopiamail.com,7/6/2016,"$1,264.00",,,,,,,,
rebecca.butler@buytopiamail.com,8/15/2016,"$1,477.00",,,,,,,,
irene.wilkins@buytopiamail.com,7/7/2016,"$2,802.00",,,,,,,,
edward.bell@buytopiamail.com,7/25/2016,"$4,751.00",,,,,,,,
faith.campbell@buytopiamail.com,8/3/2016,"$2,158.00",,,,,,,,
julian.hodges@buytopiamail.com,7/25/2016,"$1,743.00",,,,,,,,
rose.underwood@buytopiamail.com,7/22/2016,"$2,680.00",,,,,,,,
jake.sharp@buytopiamail.com,8/17/2016,"$1,172.00",,,,,,,,
wanda.lambert@buytopiamail.com,7/11/2016,"$3,028.00",,,,,,,,
christopher.campbell@buytopiamail.com,7/18/2016,"$2,676.00",,,,,,,,
joan.stewart@buytopiamail.com,7/20/2016,"$4,410.00",,,,,,,,
julian.piper@buytopiamail.com,7/25/2016,"$1,969.00",,,,,,,,
katherine.parr@buytopiamail.com,7/5/2016,"$2,990.00",,,,,,,,
stephen.hughes@buytopiamail.com,8/4/2016,"$4,098.00",,,,,,,,
max.arnold@buytopiamail.com,8/13/2016,"$3,373.00",,,,,,,,
jake.gibson@buytopiamail.com,7/25/2016,"$4,284.00",,,,,,,,
austin.churchill@buytopiamail.com,7/21/2016,"$3,526.00",,,,,,,,
william.welch@buytopiamail.com,7/9/2016,$918.00,,,,,,,,
carl.paige@buytopiamail.com,8/16/2016,"$4,644.00",,,,,,,,
neil.robertson@buytopiamail.com,8/14/2016,"$2,214.00",,,,,,,,
bernadette.sanderson@buytopiamail.com,7/12/2016,"$1,290.00",,,,,,,,
ian.stewart@buytopiamail.com,7/13/2016,$307.00,,,,,,,,
matt.rutherford@buytopiamail.com,7/27/2016,$129.00,,,,,,,,
zoe.clark@buytopiamail.com,8/12/2016,$98.00,,,,,,,,
edward.scott@buytopiamail.com,8/14/2016,$985.00,,,,,,,,
angela.rees@buytopiamail.com,7/3/2016,$867.00,,,,,,,,
megan.campbell@buytopiamail.com,7/26/2016,"$4,270.00",,,,,,,,
stephanie.ball@buytopiamail.com,7/27/2016,$282.00,,,,,,,,
andrea.quinn@buytopiamail.com,7/18/2016,"$2,833.00",,,,,,,,
victoria.paige@buytopiamail.com,7/6/2016,$872.00,,,,,,,,
david.dyer@buytopiamail.com,8/1/2016,$27.00,,,,,,,,
leah.coleman@buytopiamail.com,7/3/2016,$936.00,,,,,,,,
william.russell@buytopiamail.com,8/9/2016,"$4,216.00",,,,,,,,
nathan.wilson@buytopiamail.com,8/16/2016,$330.00,,,,,,,,
michelle.taylor@buytopiamail.com,8/8/2016,"$1,236.00",,,,,,,,
dylan.watson@buytopiamail.com,7/25/2016,"$3,435.00",,,,,,,,
amelia.hunter@buytopiamail.com,7/17/2016,$847.00,,,,,,,,
gavin.paterson@buytopiamail.com,7/9/2016,"$4,378.00",,,,,,,,
edward.stewart@buytopiamail.com,7/7/2016,"$3,342.00",,,,,,,,
jonathan.howard@buytopiamail.com,7/22/2016,"$3,881.00",,,,,,,,
charles.vaughan@buytopiamail.com,8/14/2016,$136.00,,,,,,,,
michael.simpson@buytopiamail.com,7/8/2016,"$3,495.00",,,,,,,,
virginia.sanderson@buytopiamail.com,7/27/2016,"$4,410.00",,,,,,,,
penelope.bell@buytopiamail.com,7/4/2016,"$2,487.00",,,,,,,,
diane.stewart@buytopiamail.com,7/26/2016,$366.00,,,,,,,,
tim.greene@buytopiamail.com,8/8/2016,"$1,913.00",,,,,,,,
emma.howard@buytopiamail.com,7/2/2016,"$3,741.00",,,,,,,,
jacob.peake@buytopiamail.com,7/25/2016,"$1,129.00",,,,,,,,
alexander.young@buytopiamail.com,7/24/2016,$635.00,,,,,,,,
blake.ross@buytopiamail.com,7/18/2016,"$1,859.00",,,,,,,,
oliver.parsons@buytopiamail.com,7/5/2016,"$3,188.00",,,,,,,,
anna.miller@buytopiamail.com,7/17/2016,"$3,882.00",,,,,,,,
nicholas.wright@buytopiamail.com,7/1/2016,"$1,630.00",,,,,,,,
victor.white@buytopiamail.com,8/16/2016,"$2,487.00",,,,,,,,
anne.wilson@buytopiamail.com,8/18/2016,$410.00,,,,,,,,
ruth.mackay@buytopiamail.com,7/30/2016,"$1,444.00",,,,,,,,
gavin.dyer@buytopiamail.com,7/23/2016,"$4,270.00",,,,,,,,
ruth.blake@buytopiamail.com,7/2/2016,$477.00,,,,,,,,
donna.metcalfe@buytopiamail.com,7/22/2016,"$3,750.00",,,,,,,,
richard.stewart@buytopiamail.com,7/17/2016,"$2,710.00",,,,,,,,
simon.robertson@buytopiamail.com,8/11/2016,"$2,753.00",,,,,,,,
blake.mills@buytopiamail.com,8/10/2016,$680.00,,,,,,,,
dorothy.young@buytopiamail.com,7/7/2016,"$2,553.00",,,,,,,,
jane.arnold@buytopiamail.com,7/2/2016,"$4,571.00",,,,,,,,
andrea.russell@buytopiamail.com,7/25/2016,"$2,815.00",,,,,,,,
olivia.duncan@buytopiamail.com,7/6/2016,"$2,459.00",,,,,,,,
frank.ince@buytopiamail.com,7/18/2016,"$2,082.00",,,,,,,,
gabrielle.turner@buytopiamail.com,7/23/2016,$229.00,,,,,,,,
amy.welch@buytopiamail.com,7/25/2016,"$3,205.00",,,,,,,,
alan.butler@buytopiamail.com,8/16/2016,$490.00,,,,,,,,
max.graham@buytopiamail.com,7/8/2016,"$4,881.00",,,,,,,,
trevor.taylor@buytopiamail.com,7/10/2016,$991.00,,,,,,,,
richard.hill@buytopiamail.com,8/10/2016,"$1,445.00",,,,,,,,
lillian.lambert@buytopiamail.com,8/15/2016,$39.00,,,,,,,,
penelope.hunter@buytopiamail.com,7/22/2016,"$3,941.00",,,,,,,,
vanessa.simpson@buytopiamail.com,8/4/2016,"$4,098.00",,,,,,,,
abigail.langdon@buytopiamail.com,8/1/2016,"$3,861.00",,,,,,,,
sean.avery@buytopiamail.com,8/9/2016,"$1,886.00",,,,,,,,
stephanie.skinner@buytopiamail.com,7/31/2016,$880.00,,,,,,,,
emily.miller@buytopiamail.com,7/31/2016,"$3,056.00",,,,,,,,
connor.macdonald@buytopiamail.com,8/3/2016,$625.00,,,,,,,,
dorothy.henderson@buytopiamail.com,8/14/2016,"$1,443.00",,,,,,,,
rose.morrison@buytopiamail.com,8/7/2016,"$3,803.00",,,,,,,,
luke.jones@buytopiamail.com,8/10/2016,"$3,483.00",,,,,,,,
edward.underwood@buytopiamail.com,7/1/2016,"$4,156.00",,,,,,,,
leonard.sanderson@buytopiamail.com,7/1/2016,"$2,240.00",,,,,,,,
rebecca.cornish@buytopiamail.com,7/15/2016,"$4,102.00",,,,,,,,
elizabeth.bailey@buytopiamail.com,7/22/2016,"$1,995.00",,,,,,,,
rebecca.forsyth@buytopiamail.com,7/4/2016,"$2,830.00",,,,,,,,
ian.davidson@buytopiamail.com,7/13/2016,"$2,398.00",,,,,,,,
richard.knox@buytopiamail.com,8/4/2016,"$2,945.00",,,,,,,,
donna.mills@buytopiamail.com,8/8/2016,$489.00,,,,,,,,
virginia.chapman@buytopiamail.com,8/2/2016,"$2,251.00",,,,,,,,
samantha.jones@buytopiamail.com,8/14/2016,"$1,764.00",,,,,,,,
alan.vaughan@buytopiamail.com,7/30/2016,"$1,179.00",,,,,,,,
zoe.ball@buytopiamail.com,7/31/2016,"$4,378.00",,,,,,,,
theresa.nolan@buytopiamail.com,7/5/2016,"$3,463.00",,,,,,,,
owen.martin@buytopiamail.com,8/11/2016,$663.00,,,,,,,,
liam.campbell@buytopiamail.com,7/8/2016,"$4,222.00",,,,,,,,
luke.taylor@buytopiamail.com,7/28/2016,"$4,376.00",,,,,,,,
sam.peters@buytopiamail.com,8/16/2016,$13.00,,,,,,,,
wanda.turner@buytopiamail.com,7/15/2016,"$1,514.00",,,,,,,,
kylie.glover@buytopiamail.com,8/17/2016,$514.00,,,,,,,,
harry.sanderson@buytopiamail.com,8/5/2016,"$3,813.00",,,,,,,,
peter.bond@buytopiamail.com,7/12/2016,"$1,254.00",,,,,,,,
sally.pullman@buytopiamail.com,7/22/2016,"$2,941.00",,,,,,,,
andrea.dowd@buytopiamail.com,7/15/2016,"$2,871.00",,,,,,,,
charles.young@buytopiamail.com,8/6/2016,"$4,723.00",,,,,,,,
donna.hamilton@buytopiamail.com,8/16/2016,"$4,009.00",,,,,,,,
tim.robertson@buytopiamail.com,7/23/2016,"$4,251.00",,,,,,,,
adam.manning@buytopiamail.com,7/24/2016,"$1,956.00",,,,,,,,
natalie.hudson@buytopiamail.com,8/14/2016,"$4,140.00",,,,,,,,
megan.allan@buytopiamail.com,7/10/2016,"$2,479.00",,,,,,,,
evan.howard@buytopiamail.com,7/17/2016,"$2,632.00",,,,,,,,
keith.baker@buytopiamail.com,7/29/2016,"$2,200.00",,,,,,,,
isaac.gibson@buytopiamail.com,8/3/2016,"$4,080.00",,,,,,,,
harry.kelly@buytopiamail.com,8/15/2016,"$1,877.00",,,,,,,,
luke.miller@buytopiamail.com,7/1/2016,"$2,772.00",,,,,,,,
frank.lyman@buytopiamail.com,7/26/2016,"$3,879.00",,,,,,,,
amelia.ellison@buytopiamail.com,8/14/2016,"$4,192.00",,,,,,,,
joseph.fraser@buytopiamail.com,7/2/2016,$675.00,,,,,,,,
nicholas.sanderson@buytopiamail.com,7/7/2016,"$1,266.00",,,,,,,,
joan.hodges@buytopiamail.com,8/17/2016,"$2,281.00",,,,,,,,
fiona.cornish@buytopiamail.com,7/8/2016,"$4,793.00",,,,,,,,
pippa.payne@buytopiamail.com,7/30/2016,"$3,462.00",,,,,,,,
grace.hughes@buytopiamail.com,7/24/2016,"$4,895.00",,,,,,,,
dan.cameron@buytopiamail.com,7/30/2016,"$3,479.00",,,,,,,,
sophie.quinn@buytopiamail.com,7/29/2016,$450.00,,,,,,,,
michelle.baker@buytopiamail.com,8/11/2016,"$4,843.00",,,,,,,,
michelle.hemmings@buytopiamail.com,7/10/2016,"$4,667.00",,,,,,,,
sonia.welch@buytopiamail.com,7/30/2016,"$2,641.00",,,,,,,,
james.james@buytopiamail.com,7/30/2016,$26.00,,,,,,,,
diane.bower@buytopiamail.com,8/11/2016,"$3,675.00",,,,,,,,
tim.metcalfe@buytopiamail.com,7/10/2016,"$4,633.00",,,,,,,,
maria.gill@buytopiamail.com,7/26/2016,"$3,847.00",,,,,,,,
james.turner@buytopiamail.com,8/5/2016,$51.00,,,,,,,,
harry.mclean@buytopiamail.com,7/25/2016,"$2,015.00",,,,,,,,
sean.robertson@buytopiamail.com,8/2/2016,"$3,793.00",,,,,,,,
charles.nash@buytopiamail.com,7/23/2016,"$3,474.00",,,,,,,,
james.lee@buytopiamail.com,7/3/2016,"$4,410.00",,,,,,,,
olivia.mcdonald@buytopiamail.com,7/31/2016,"$2,903.00",,,,,,,,
amy.lawrence@buytopiamail.com,8/4/2016,"$3,905.00",,,,,,,,
claire.coleman@buytopiamail.com,8/16/2016,"$2,625.00",,,,,,,,
wanda.forsyth@buytopiamail.com,7/26/2016,"$2,524.00",,,,,,,,
abigail.burgess@buytopiamail.com,7/6/2016,$680.00,,,,,,,,
chloe.grant@buytopiamail.com,7/27/2016,"$1,897.00",,,,,,,,
dylan.lyman@buytopiamail.com,8/16/2016,"$3,850.00",,,,,,,,
gavin.james@buytopiamail.com,7/17/2016,"$1,742.00",,,,,,,,
anne.johnston@buytopiamail.com,7/10/2016,$921.00,,,,,,,,
owen.manning@buytopiamail.com,7/5/2016,"$4,751.00",,,,,,,,
rachel.parsons@buytopiamail.com,7/14/2016,$10.00,,,,,,,,
deirdre.mclean@buytopiamail.com,7/17/2016,"$2,648.00",,,,,,,,
sarah.mills@buytopiamail.com,7/2/2016,"$3,589.00",,,,,,,,
julia.martin@buytopiamail.com,8/10/2016,"$2,486.00",,,,,,,,
amelia.clark@buytopiamail.com,7/10/2016,"$3,378.00",,,,,,,,
stephen.rees@buytopiamail.com,7/25/2016,"$1,787.00",,,,,,,,
samantha.chapman@buytopiamail.com,7/2/2016,"$3,763.00",,,,,,,,
joan.north@buytopiamail.com,7/21/2016,"$2,769.00",,,,,,,,
sophie.morrison@buytopiamail.com,8/1/2016,"$3,681.00",,,,,,,,
william.miller@buytopiamail.com,7/19/2016,"$1,999.00",,,,,,,,
joe.anderson@buytopiamail.com,7/6/2016,"$3,826.00",,,,,,,,
leah.springer@buytopiamail.com,8/8/2016,"$3,655.00",,,,,,,,
lily.bower@buytopiamail.com,7/19/2016,$271.00,,,,,,,,
joshua.martin@buytopiamail.com,7/9/2016,$463.00,,,,,,,,
anthony.slater@buytopiamail.com,7/31/2016,$729.00,,,,,,,,
neil.springer@buytopiamail.com,7/1/2016,$86.00,,,,,,,,
dorothy.martin@buytopiamail.com,8/5/2016,"$3,868.00",,,,,,,,
victoria.mitchell@buytopiamail.com,7/19/2016,"$1,823.00",,,,,,,,
andrew.martin@buytopiamail.com,7/31/2016,"$1,534.00",,,,,,,,
zoe.ferguson@buytopiamail.com,8/2/2016,"$4,516.00",,,,,,,,
eric.hart@buytopiamail.com,7/12/2016,"$2,653.00",,,,,,,,
justin.chapman@buytopiamail.com,7/9/2016,$495.00,,,,,,,,
owen.bell@buytopiamail.com,7/2/2016,$493.00,,,,,,,,
jessica.wilson@buytopiamail.com,7/21/2016,"$2,644.00",,,,,,,,
stephanie.henderson@buytopiamail.com,8/16/2016,"$3,546.00",,,,,,,,
edward.alsop@buytopiamail.com,6/29/2016,"$3,096.00",,,,,,,,
andrea.lewis@buytopiamail.com,8/17/2016,"$4,142.00",,,,,,,,
pippa.cornish@buytopiamail.com,7/7/2016,"$4,208.00",,,,,,,,
emma.allan@buytopiamail.com,7/24/2016,"$4,789.00",,,,,,,,
lillian.terry@buytopiamail.com,7/27/2016,$95.00,,,,,,,,
sarah.glover@buytopiamail.com,7/21/2016,"$3,122.00",,,,,,,,
audrey.bell@buytopiamail.com,7/5/2016,$104.00,,,,,,,,
victor.roberts@buytopiamail.com,7/3/2016,"$1,107.00",,,,,,,,
jasmine.terry@buytopiamail.com,7/1/2016,$412.00,,,,,,,,
stewart.terry@buytopiamail.com,6/29/2016,"$4,258.00",,,,,,,,
sarah.cornish@buytopiamail.com,7/19/2016,"$4,479.00",,,,,,,,
amanda.russell@buytopiamail.com,8/11/2016,"$3,279.00",,,,,,,,
amanda.king@buytopiamail.com,7/31/2016,"$4,799.00",,,,,,,,
abigail.lawrence@buytopiamail.com,8/11/2016,"$3,183.00",,,,,,,,
sophie.vaughan@buytopiamail.com,7/9/2016,$410.00,,,,,,,,
irene.newman@buytopiamail.com,7/10/2016,"$4,855.00",,,,,,,,
william.gibson@buytopiamail.com,7/26/2016,$271.00,,,,,,,,
dylan.may@buytopiamail.com,8/3/2016,"$1,221.00",,,,,,,,
joan.murray@buytopiamail.com,7/4/2016,"$2,263.00",,,,,,,,
heather.hart@buytopiamail.com,7/12/2016,"$1,570.00",,,,,,,,
karen.lewis@buytopiamail.com,7/22/2016,"$1,686.00",,,,,,,,
nicholas.morrison@buytopiamail.com,7/27/2016,"$3,404.00",,,,,,,,
james.simpson@buytopiamail.com,7/30/2016,"$3,557.00",,,,,,,,
maria.robertson@buytopiamail.com,7/11/2016,$603.00,,,,,,,,
alexandra.blake@buytopiamail.com,8/9/2016,"$3,798.00",,,,,,,,
julia.may@buytopiamail.com,7/3/2016,"$2,133.00",,,,,,,,
richard.metcalfe@buytopiamail.com,7/14/2016,"$3,331.00",,,,,,,,
faith.coleman@buytopiamail.com,7/9/2016,"$4,327.00",,,,,,,,
sally.hart@buytopiamail.com,8/12/2016,"$1,646.00",,,,,,,,
stewart.sanderson@buytopiamail.com,7/6/2016,"$4,276.00",,,,,,,,
joshua.thomson@buytopiamail.com,7/26/2016,"$1,121.00",,,,,,,,
brian.gill@buytopiamail.com,7/4/2016,"$4,810.00",,,,,,,,
isaac.king@buytopiamail.com,7/2/2016,"$1,526.00",,,,,,,,
amelia.avery@buytopiamail.com,7/29/2016,$572.00,,,,,,,,
gabrielle.fraser@buytopiamail.com,8/7/2016,"$2,641.00",,,,,,,,
karen.miller@buytopiamail.com,8/5/2016,"$3,917.00",,,,,,,,
justin.oliver@buytopiamail.com,7/19/2016,"$2,157.00",,,,,,,,
dan.vance@buytopiamail.com,8/14/2016,"$2,054.00",,,,,,,,
carolyn.knox@buytopiamail.com,8/12/2016,"$3,161.00",,,,,,,,
joanne.king@buytopiamail.com,7/29/2016,"$1,335.00",,,,,,,,
victor.nolan@buytopiamail.com,8/3/2016,"$2,547.00",,,,,,,,
katherine.hemmings@buytopiamail.com,7/14/2016,"$1,262.00",,,,,,,,
alexandra.gill@buytopiamail.com,8/3/2016,"$1,489.00",,,,,,,,
paul.paterson@buytopiamail.com,7/2/2016,"$2,731.00",,,,,,,,
christian.smith@buytopiamail.com,7/12/2016,"$2,787.00",,,,,,,,
adam.clark@buytopiamail.com,7/31/2016,"$2,821.00",,,,,,,,
warren.skinner@buytopiamail.com,8/5/2016,"$3,935.00",,,,,,,,
jason.greene@buytopiamail.com,7/18/2016,"$4,067.00",,,,,,,,
joe.davies@buytopiamail.com,8/11/2016,"$4,451.00",,,,,,,,
david.jones@buytopiamail.com,8/13/2016,"$4,911.00",,,,,,,,
piers.scott@buytopiamail.com,7/14/2016,"$1,189.00",,,,,,,,
william.scott@buytopiamail.com,7/31/2016,"$3,637.00",,,,,,,,
penelope.chapman@buytopiamail.com,7/8/2016,"$2,828.00",,,,,,,,
jason.taylor@buytopiamail.com,7/31/2016,"$3,716.00",,,,,,,,
lucas.payne@buytopiamail.com,7/28/2016,"$2,916.00",,,,,,,,
christopher.piper@buytopiamail.com,7/22/2016,"$4,183.00",,,,,,,,
trevor.turner@buytopiamail.com,8/6/2016,"$1,616.00",,,,,,,,
melanie.blake@buytopiamail.com,7/20/2016,"$4,027.00",,,,,,,,
andrea.hart@buytopiamail.com,7/20/2016,"$1,250.00",,,,,,,,
warren.graham@buytopiamail.com,7/13/2016,"$1,988.00",,,,,,,,
brandon.buckland@buytopiamail.com,7/2/2016,"$3,225.00",,,,,,,,
stephanie.baker@buytopiamail.com,7/12/2016,"$1,125.00",,,,,,,,
faith.hemmings@buytopiamail.com,7/29/2016,"$4,781.00",,,,,,,,
emily.reid@buytopiamail.com,7/15/2016,"$1,400.00",,,,,,,,
melanie.bower@buytopiamail.com,7/14/2016,"$4,131.00",,,,,,,,
adam.dickens@buytopiamail.com,7/3/2016,"$1,533.00",,,,,,,,
michael.mitchell@buytopiamail.com,7/31/2016,"$2,423.00",,,,,,,,
alexander.reid@buytopiamail.com,7/16/2016,$391.00,,,,,,,,
nicola.white@buytopiamail.com,7/7/2016,"$2,078.00",,,,,,,,
deirdre.terry@buytopiamail.com,8/1/2016,"$2,356.00",,,,,,,,
anne.pullman@buytopiamail.com,8/12/2016,"$3,848.00",,,,,,,,
boris.davies@buytopiamail.com,7/12/2016,"$2,552.00",,,,,,,,
stephen.paige@buytopiamail.com,7/20/2016,"$1,009.00",,,,,,,,
oliver.kerr@buytopiamail.com,8/11/2016,"$2,503.00",,,,,,,,
brandon.tucker@buytopiamail.com,7/31/2016,$577.00,,,,,,,,
blake.kerr@buytopiamail.com,7/19/2016,"$3,849.00",,,,,,,,
bernadette.hemmings@buytopiamail.com,7/14/2016,"$3,955.00",,,,,,,,
sean.lambert@buytopiamail.com,7/1/2016,$58.00,,,,,,,,
robert.pullman@buytopiamail.com,7/27/2016,"$1,078.00",,,,,,,,
robert.roberts@buytopiamail.com,8/10/2016,"$4,557.00",,,,,,,,
adrian.wilson@buytopiamail.com,7/19/2016,"$4,697.00",,,,,,,,
jonathan.hudson@buytopiamail.com,7/10/2016,"$4,202.00",,,,,,,,
alexandra.metcalfe@buytopiamail.com,7/17/2016,"$1,264.00",,,,,,,,
isaac.ball@buytopiamail.com,8/13/2016,"$1,489.00",,,,,,,,
trevor.edmunds@buytopiamail.com,8/9/2016,"$2,542.00",,,,,,,,
nicholas.fraser@buytopiamail.com,7/5/2016,$579.00,,,,,,,,
adrian.wright@buytopiamail.com,8/8/2016,"$2,639.00",,,,,,,,
julian.morrison@buytopiamail.com,7/16/2016,"$3,924.00",,,,,,,,
alexander.mathis@buytopiamail.com,7/19/2016,$370.00,,,,,,,,
jason.simpson@buytopiamail.com,7/10/2016,"$2,113.00",,,,,,,,
dominic.langdon@buytopiamail.com,7/30/2016,"$4,451.00",,,,,,,,
stewart.lambert@buytopiamail.com,7/25/2016,$56.00,,,,,,,,
victoria.macleod@buytopiamail.com,7/14/2016,$37.00,,,,,,,,
steven.roberts@buytopiamail.com,7/21/2016,$68.00,,,,,,,,
john.james@buytopiamail.com,8/13/2016,"$2,432.00",,,,,,,,
william.oliver@buytopiamail.com,7/12/2016,"$2,745.00",,,,,,,,
adam.mackay@buytopiamail.com,7/30/2016,"$3,951.00",,,,,,,,
lillian.grant@buytopiamail.com,8/11/2016,$34.00,,,,,,,,
stephanie.james@buytopiamail.com,8/17/2016,"$3,022.00",,,,,,,,
una.bell@buytopiamail.com,8/3/2016,$630.00,,,,,,,,
peter.lewis@buytopiamail.com,7/21/2016,"$1,562.00",,,,,,,,
caroline.underwood@buytopiamail.com,8/2/2016,$280.00,,,,,,,,
natalie.parr@buytopiamail.com,7/3/2016,$347.00,,,,,,,,
sophie.clarkson@buytopiamail.com,7/23/2016,"$3,447.00",,,,,,,,
julian.churchill@buytopiamail.com,8/2/2016,"$2,896.00",,,,,,,,
diana.lyman@buytopiamail.com,8/18/2016,$638.00,,,,,,,,
carol.russell@buytopiamail.com,7/3/2016,"$1,296.00",,,,,,,,
irene.hill@buytopiamail.com,7/11/2016,$266.00,,,,,,,,
irene.greene@buytopiamail.com,8/12/2016,$204.00,,,,,,,,
isaac.may@buytopiamail.com,7/16/2016,"$2,197.00",,,,,,,,
frank.poole@buytopiamail.com,8/2/2016,"$4,882.00",,,,,,,,
gordon.fisher@buytopiamail.com,7/3/2016,"$1,314.00",,,,,,,,
gabrielle.jones@buytopiamail.com,7/21/2016,"$1,799.00",,,,,,,,
nathan.sharp@buytopiamail.com,7/26/2016,"$1,372.00",,,,,,,,
katherine.young@buytopiamail.com,8/13/2016,"$4,316.00",,,,,,,,
michael.jones@buytopiamail.com,7/6/2016,"$4,993.00",,,,,,,,
nicholas.mathis@buytopiamail.com,7/18/2016,"$2,658.00",,,,,,,,
anne.allan@buytopiamail.com,7/24/2016,"$4,961.00",,,,,,,,
piers.fisher@buytopiamail.com,7/15/2016,"$4,131.00",,,,,,,,
oliver.hamilton@buytopiamail.com,8/15/2016,$525.00,,,,,,,,
rebecca.hughes@buytopiamail.com,6/30/2016,"$1,057.00",,,,,,,,
lillian.thomson@buytopiamail.com,7/28/2016,$41.00,,,,,,,,
owen.vance@buytopiamail.com,8/8/2016,"$4,004.00",,,,,,,,
phil.jackson@buytopiamail.com,8/8/2016,$55.00,,,,,,,,
richard.ogden@buytopiamail.com,7/21/2016,"$3,956.00",,,,,,,,
wendy.mcgrath@buytopiamail.com,7/30/2016,"$2,528.00",,,,,,,,
liam.ferguson@buytopiamail.com,8/15/2016,"$2,840.00",,,,,,,,
natalie.murray@buytopiamail.com,7/29/2016,$975.00,,,,,,,,
brandon.pullman@buytopiamail.com,7/25/2016,$283.00,,,,,,,,
joan.bailey@buytopiamail.com,8/8/2016,"$3,829.00",,,,,,,,
katherine.lewis@buytopiamail.com,7/28/2016,$458.00,,,,,,,,
alexandra.arnold@buytopiamail.com,8/16/2016,"$2,383.00",,,,,,,,
maria.lawrence@buytopiamail.com,8/4/2016,"$2,956.00",,,,,,,,
dorothy.wilkins@buytopiamail.com,7/11/2016,"$3,668.00",,,,,,,,
anna.kelly@buytopiamail.com,7/22/2016,"$4,682.00",,,,,,,,
amelia.rampling@buytopiamail.com,7/8/2016,"$1,965.00",,,,,,,,
grace.hart@buytopiamail.com,8/3/2016,$858.00,,,,,,,,
eric.roberts@buytopiamail.com,7/11/2016,"$3,875.00",,,,,,,,
ava.butler@buytopiamail.com,7/13/2016,"$2,343.00",,,,,,,,
joe.brown@buytopiamail.com,7/21/2016,"$4,710.00",,,,,,,,
katherine.quinn@buytopiamail.com,8/11/2016,"$1,437.00",,,,,,,,
jessica.terry@buytopiamail.com,7/6/2016,$936.00,,,,,,,,
pippa.short@buytopiamail.com,7/29/2016,$992.00,,,,,,,,
amelia.bower@buytopiamail.com,8/1/2016,$657.00,,,,,,,,
justin.parr@buytopiamail.com,7/11/2016,$653.00,,,,,,,,
tracey.hardacre@buytopiamail.com,7/23/2016,$950.00,,,,,,,,
michelle.glover@buytopiamail.com,8/3/2016,$688.00,,,,,,,,
katherine.alsop@buytopiamail.com,7/21/2016,"$3,959.00",,,,,,,,
lisa.mcgrath@buytopiamail.com,8/12/2016,"$3,164.00",,,,,,,,
matt.langdon@buytopiamail.com,7/7/2016,"$1,343.00",,,,,,,,
rachel.davidson@buytopiamail.com,7/26/2016,"$3,631.00",,,,,,,,
